number,year,kode,region,municipalities,total,urban,rural,,,
12130,2014,1864344000,Волгоградская область,Сельское поселение Романовское,539,0,539,,,
12131,2014,1864344200,Волгоградская область,Сельское поселение Рыбинское,725,0,725,,,
12132,2014,1864344400,Волгоградская область,Сельское поселение Солодчинское,2058,0,2058,,,
12133,2014,1864344800,Волгоградская область,Сельское поселение Ягодновское,729,0,729,,,
12134,2014,1864500000,Волгоградская область,Палласовский муниципальный район,41831,15493,26338,,,
12135,2014,1864510100,Волгоградская область,Городское поселение город Палласовка,15493,15493,0,,,
12136,2014,186451010011000,Волгоградская область,г. Палласовка,15493,15493,0,,,
12137,2014,1864540400,Волгоградская область,Сельское поселение Гончаровское,1817,0,1817,,,
12138,2014,1864540800,Волгоградская область,Сельское поселение Заволжское,2742,0,2742,,,
12139,2014,1864541200,Волгоградская область,Сельское поселение Кайсацкое,2041,0,2041,,,
12140,2014,1864541600,Волгоградская область,Сельское поселение Калашниковское,2174,0,2174,,,
12141,2014,1864542000,Волгоградская область,Сельское поселение Комсомольское,1267,0,1267,,,
12142,2014,1864542400,Волгоградская область,Сельское поселение Венгеловское,532,0,532,,,
12143,2014,1864542800,Волгоградская область,Сельское поселение Краснооктябрьское,2339,0,2339,,,
12144,2014,1864542900,Волгоградская область,Сельское поселение Лиманное,985,0,985,,,
12145,2014,1864543000,Волгоградская область,Сельское поселение Приозерное,730,0,730,,,
12146,2014,1864543200,Волгоградская область,Сельское поселение Революционное,1273,0,1273,,,
12147,2014,1864543600,Волгоградская область,Сельское поселение Ромашковское,1390,0,1390,,,
12148,2014,1864544000,Волгоградская область,Сельское поселение Савинское,4231,0,4231,,,
12149,2014,1864544400,Волгоградская область,Сельское поселение Степновское,1190,0,1190,,,
12150,2014,1864548500,Волгоградская область,Сельское поселение Эльтонское,3627,0,3627,,,
12151,2014,1864700000,Волгоградская область,Руднянский муниципальный район,16650,7007,9643,,,
12152,2014,1864715100,Волгоградская область,Городское поселение Руднянское,7554,7007,547,,,
12153,2014,186471510511000,Волгоградская область,пгт. Рудня рп,7007,7007,0,,,
12154,2014,1864740400,Волгоградская область,Сельское поселение Большесудаченское,1044,0,1044,,,
12155,2014,1864740600,Волгоградская область,Сельское поселение Громковское,627,0,627,,,
12156,2014,1864740800,Волгоградская область,Сельское поселение Ильменское,1138,0,1138,,,
12157,2014,1864741200,Волгоградская область,Сельское поселение Козловское,477,0,477,,,
12158,2014,1864741600,Волгоградская область,Сельское поселение Лемешкинское,1414,0,1414,,,
12159,2014,1864742000,Волгоградская область,Сельское поселение Лопуховское,1048,0,1048,,,
12160,2014,1864742400,Волгоградская область,Сельское поселение Матышевское,1636,0,1636,,,
12161,2014,1864743600,Волгоградская область,Сельское поселение Осичковское,1161,0,1161,,,
12162,2014,1864744000,Волгоградская область,Сельское поселение Сосновское,551,0,551,,,
12163,2014,1864900000,Волгоградская область,Светлоярский муниципальный район,37552,12140,25412,,,
12164,2014,1864915100,Волгоградская область,Городское поселение Светлоярское,12435,12140,295,,,
12165,2014,186491510511000,Волгоградская область,пгт. Светлый Яр рп,12140,12140,0,,,
12166,2014,1864940400,Волгоградская область,Сельское поселение Большечапурниковское,3869,0,3869,,,
12167,2014,1864940800,Волгоградская область,Сельское поселение Дубовоовражное,2019,0,2019,,,
12168,2014,1864941200,Волгоградская область,Сельское поселение Кировское,5531,0,5531,,,
12169,2014,1864941600,Волгоградская область,Сельское поселение Наримановское,1988,0,1988,,,
12170,2014,1864942000,Волгоградская область,Сельское поселение Приволжское,2115,0,2115,,,
12171,2014,1864942400,Волгоградская область,Сельское поселение Привольненское,2344,0,2344,,,
12172,2014,1864942800,Волгоградская область,Сельское поселение Райгородское,2854,0,2854,,,
12173,2014,1864943600,Волгоградская область,Сельское поселение Цацинское,1428,0,1428,,,
12174,2014,1864944000,Волгоградская область,Сельское поселение Червленовское,2969,0,2969,,,
12175,2014,1865000000,Волгоградская область,Серафимовичский муниципальный район,24480,9174,15306,,,
12176,2014,1865010100,Волгоградская область,Городское поселение город Серафимович,9174,9174,0,,,
12177,2014,186501010011000,Волгоградская область,г. Серафимович,9174,9174,0,,,
12178,2014,1865040400,Волгоградская область,Сельское поселение Бобровское,749,0,749,,,
12179,2014,1865040800,Волгоградская область,Сельское поселение Большовское,1546,0,1546,,,
12180,2014,1865041200,Волгоградская область,Сельское поселение Буерак-Поповское,920,0,920,,,
12181,2014,1865041400,Волгоградская область,Сельское поселение Горбатовское,489,0,489,,,
12182,2014,1865041600,Волгоградская область,Сельское поселение Зимняцкое,2372,0,2372,,,
12183,2014,1865042000,Волгоградская область,Сельское поселение Клетско-Почтовское,1309,0,1309,,,
12184,2014,1865042800,Волгоградская область,Сельское поселение Крутовское,694,0,694,,,
12185,2014,1865043200,Волгоградская область,Сельское поселение Отрожкинское,637,0,637,,,
12186,2014,1865043600,Волгоградская область,Сельское поселение Песчановское,793,0,793,,,
12187,2014,1865044400,Волгоградская область,Сельское поселение Пронинское,1400,0,1400,,,
12188,2014,1865044800,Волгоградская область,Сельское поселение Среднецарицынское,896,0,896,,,
12189,2014,1865045200,Волгоградская область,Сельское поселение Теркинское,1124,0,1124,,,
12190,2014,1865045600,Волгоградская область,Сельское поселение Трясиновское,969,0,969,,,
12191,2014,1865046000,Волгоградская область,Сельское поселение Усть-Хоперское,1408,0,1408,,,
12192,2014,1865100000,Волгоградская область,Среднеахтубинский муниципальный район,59115,30954,28161,,,
12193,2014,1865110700,Волгоградская область,Городское поселение город Краснослободск,18013,16689,1324,,,
12194,2014,186511070011000,Волгоградская область,г. Краснослободск,16689,16689,0,,,
12195,2014,1865115100,Волгоградская область,Городское поселение рабочий поселок Средняя Ахтуба,14265,14265,0,,,
12196,2014,186511510511000,Волгоградская область,пгт. Средняя Ахтуба рп,14265,14265,0,,,
12197,2014,1865140400,Волгоградская область,Сельское поселение Ахтубинское,1975,0,1975,,,
12198,2014,1865140800,Волгоградская область,Сельское поселение Верхнепогроменское,2421,0,2421,,,
12199,2014,1865141200,Волгоградская область,Сельское поселение Кировское,3138,0,3138,,,
12200,2014,1865141600,Волгоградская область,Сельское поселение Клетское,3442,0,3442,,,
12201,2014,1865142000,Волгоградская область,Сельское поселение Краснооктябрьское,1568,0,1568,,,
12202,2014,1865142400,Волгоградская область,Сельское поселение Красное,2125,0,2125,,,
12203,2014,1865142800,Волгоградская область,Сельское поселение Куйбышевское,3603,0,3603,,,
12204,2014,1865143200,Волгоградская область,Сельское поселение Рахинское,2414,0,2414,,,
12205,2014,1865143600,Волгоградская область,Сельское поселение Суходольское,1557,0,1557,,,
12206,2014,1865143900,Волгоградская область,Сельское поселение Фрунзенское,4594,0,4594,,,
12207,2014,1865200000,Волгоградская область,Старополтавский муниципальный район,19308,0,19308,,,
12208,2014,1865240400,Волгоградская область,Сельское поселение Беляевское,397,0,397,,,
12209,2014,1865240800,Волгоградская область,Сельское поселение Валуевское,1033,0,1033,,,
12210,2014,1865241200,Волгоградская область,Сельское поселение Верхневодянское,662,0,662,,,
12211,2014,1865241600,Волгоградская область,Сельское поселение Гмелинское,2647,0,2647,,,
12212,2014,1865242000,Волгоградская область,Сельское поселение Иловатское,1524,0,1524,,,
12213,2014,1865242400,Волгоградская область,Сельское поселение Кановское,893,0,893,,,
12214,2014,1865242600,Волгоградская область,Сельское поселение Колышкинское,504,0,504,,,
12215,2014,1865242800,Волгоградская область,Сельское поселение Красноярское,637,0,637,,,
12216,2014,1865243200,Волгоградская область,Сельское поселение Курнаевское,629,0,629,,,
12217,2014,1865243600,Волгоградская область,Сельское поселение Лятошинское,592,0,592,,,
12218,2014,1865244000,Волгоградская область,Сельское поселение Новоквасниковское,612,0,612,,,
12219,2014,1865244400,Волгоградская область,Сельское поселение Новополтавское,1360,0,1360,,,
12220,2014,1865244500,Волгоградская область,Сельское поселение Новотихоновское,586,0,586,,,
12221,2014,1865244800,Волгоградская область,Сельское поселение Салтовское,837,0,837,,,
12222,2014,1865245300,Волгоградская область,Сельское поселение Старополтавское,4140,0,4140,,,
12223,2014,1865246000,Волгоградская область,Сельское поселение Торгунское,766,0,766,,,
12224,2014,1865246400,Волгоградская область,Сельское поселение Харьковское,985,0,985,,,
12225,2014,1865246800,Волгоградская область,Сельское поселение Черебаевское,504,0,504,,,
12226,2014,1865300000,Волгоградская область,Суровикинский муниципальный район,35481,19641,15840,,,
12227,2014,1865310100,Волгоградская область,Городское поселение город Суровикино,19641,19641,0,,,
12228,2014,186531010011000,Волгоградская область,г. Суровикино,19641,19641,0,,,
12229,2014,1865340400,Волгоградская область,Сельское поселение Ближнеосиновское,1013,0,1013,,,
12230,2014,1865340800,Волгоградская область,Сельское поселение Верхнесолоновское,1100,0,1100,,,
12231,2014,1865341200,Волгоградская область,Сельское поселение Добринское,937,0,937,,,
12232,2014,1865341600,Волгоградская область,Сельское поселение Лысовское,1114,0,1114,,,
12233,2014,1865342000,Волгоградская область,Сельское поселение Качалинское,1325,0,1325,,,
12234,2014,1865342400,Волгоградская область,Сельское поселение Сысоевское,1221,0,1221,,,
12235,2014,1865342600,Волгоградская область,Сельское поселение Нижнечирское,4480,0,4480,,,
12236,2014,1865342800,Волгоградская область,Сельское поселение Лобакинское,1414,0,1414,,,
12237,2014,1865343600,Волгоградская область,Сельское поселение Новомаксимовское,2113,0,2113,,,
12238,2014,1865344400,Волгоградская область,Сельское поселение Нижнеосиновское,1123,0,1123,,,
12239,2014,1865400000,Волгоградская область,Урюпинский муниципальный район,27791,0,27791,,,
12240,2014,1865440400,Волгоградская область,Сельское поселение Акчернское,1356,0,1356,,,
12241,2014,1865440800,Волгоградская область,Сельское поселение Беспаловское,519,0,519,,,
12242,2014,1865441200,Волгоградская область,Сельское поселение Бесплемяновское,399,0,399,,,
12243,2014,1865441600,Волгоградская область,Сельское поселение Большинское,656,0,656,,,
12244,2014,1865442000,Волгоградская область,Сельское поселение Бубновское,1110,0,1110,,,
12245,2014,1865442400,Волгоградская область,Сельское поселение Верхнебезымяновское,711,0,711,,,
12246,2014,1865442800,Волгоградская область,Сельское поселение Верхнесоинское,510,0,510,,,
12247,2014,1865443200,Волгоградская область,Сельское поселение Вихлянцевское,227,0,227,,,
12248,2014,1865443600,Волгоградская область,Сельское поселение Вишняковское,495,0,495,,,
12249,2014,1865444000,Волгоградская область,Сельское поселение Добринское,2301,0,2301,,,
12250,2014,1865444400,Волгоградская область,Сельское поселение Дубовское,1538,0,1538,,,
12251,2014,1865444600,Волгоградская область,Сельское поселение Дьяконовское,1134,0,1134,,,
12252,2014,1865444800,Волгоградская область,Сельское поселение Забурдяевское,446,0,446,,,
12253,2014,1865445200,Волгоградская область,Сельское поселение Искринское,1048,0,1048,,,
12254,2014,1865445600,Волгоградская область,Сельское поселение Котовское,1038,0,1038,,,
12255,2014,1865446000,Волгоградская область,Сельское поселение Краснянское,590,0,590,,,
12256,2014,1865446200,Волгоградская область,Сельское поселение Креповское,987,0,987,,,
12257,2014,1865446400,Волгоградская область,Сельское поселение Лощиновское,513,0,513,,,
12258,2014,1865446800,Волгоградская область,Сельское поселение Михайловское,1643,0,1643,,,
12259,2014,1865447200,Волгоградская область,Сельское поселение Окладненское,919,0,919,,,
12260,2014,1865447600,Волгоградская область,Сельское поселение Ольшанское,2705,0,2705,,,
12261,2014,1865448000,Волгоградская область,Сельское поселение Петровское,2832,0,2832,,,
12262,2014,1865448400,Волгоградская область,Сельское поселение Россошинское,1289,0,1289,,,
12263,2014,1865448800,Волгоградская область,Сельское поселение Салтынское,1932,0,1932,,,
12264,2014,1865449200,Волгоградская область,Сельское поселение Хоперопионерское,893,0,893,,,
12265,2014,1865600000,Волгоградская область,Фроловский муниципальный район,14403,0,14403,,,
12266,2014,1865640400,Волгоградская область,Сельское поселение Арчединское,1522,0,1522,,,
12267,2014,1865640800,Волгоградская область,Сельское поселение Большелычакское,966,0,966,,,
12268,2014,1865642000,Волгоградская область,Сельское поселение Ветютневское,3158,0,3158,,,
12269,2014,1865642400,Волгоградская область,Сельское поселение Дудаченское,560,0,560,,,
12270,2014,1865642800,Волгоградская область,Сельское поселение Краснолиповское,1296,0,1296,,,
12271,2014,1865643000,Волгоградская область,Сельское поселение Лычакское,711,0,711,,,
12272,2014,1865643200,Волгоградская область,Сельское поселение Малодельское,1296,0,1296,,,
12273,2014,1865643600,Волгоградская область,Сельское поселение Писаревское,625,0,625,,,
12274,2014,1865644000,Волгоградская область,Сельское поселение Пригородное,1422,0,1422,,,
12275,2014,1865644400,Волгоградская область,Сельское поселение Терновское,1755,0,1755,,,
12276,2014,1865644800,Волгоградская область,Сельское поселение Шуруповское,1092,0,1092,,,
12277,2014,1865800000,Волгоградская область,Чернышковский муниципальный район,16438,5238,11200,,,
12278,2014,1865815100,Волгоградская область,Городское поселение Чернышковское,5992,5238,754,,,
12279,2014,186581510511000,Волгоградская область,пгт. Чернышковский рп,5238,5238,0,,,
12280,2014,1865840400,Волгоградская область,Сельское поселение Алешкинское,411,0,411,,,
12281,2014,1865840800,Волгоградская область,Сельское поселение Басакинское,1302,0,1302,,,
12282,2014,1865841200,Волгоградская область,Сельское поселение Большетерновское,853,0,853,,,
12283,2014,1865841600,Волгоградская область,Сельское поселение Верхнегнутовское,937,0,937,,,
12284,2014,1865841800,Волгоградская область,Сельское поселение Елкинское,595,0,595,,,
12285,2014,1865842000,Волгоградская область,Сельское поселение Захаровское,800,0,800,,,
12286,2014,1865842800,Волгоградская область,Сельское поселение Красноярское,1188,0,1188,,,
12287,2014,1865843200,Волгоградская область,Сельское поселение Нижнегнутовское,1492,0,1492,,,
12288,2014,1865843400,Волгоградская область,Сельское поселение Пристеновское,495,0,495,,,
12289,2014,1865843600,Волгоградская область,Сельское поселение Сизовское,666,0,666,,,
12290,2014,1865844000,Волгоградская область,Сельское поселение Тормосиновское,1707,0,1707,,,
12291,2014,1900000000,Вологодская область,Муниципальные образования Вологодской области,1193371,853818,339553,,,
12292,2014,1970100000,Вологодская область,Городской округ город Вологда,316614,308172,8442,,,
12293,2014,197010000011000,Вологодская область,г. Вологда,308172,308172,0,,,
12294,2014,1973000000,Вологодская область,Городской округ город Череповец,316758,316758,0,,,
12295,2014,197300000011000,Вологодская область,г. Череповец,316758,316758,0,,,
12296,2014,1960500000,Вологодская область,Бабаевский муниципальный район,20557,11624,8933,,,
12297,2014,1960510100,Вологодская область,Городское поселение город Бабаево,11698,11624,74,,,
12298,2014,196051010011000,Вологодская область,г. Бабаево,11624,11624,0,,,
12299,2014,1960540601,Вологодская область,Сельское поселение Вепсское национальное,1027,0,1027,,,
12300,2014,1960540800,Вологодская область,Борисовское сельское поселение,2870,0,2870,,,
12301,2014,1960542000,Вологодская область,Володинское сельское поселение,533,0,533,,,
12302,2014,1960542400,Вологодская область,Дубровское сельское поселение,391,0,391,,,
12303,2014,1960544800,Вологодская область,Пожарское сельское поселение,513,0,513,,,
12304,2014,1960545301,Вологодская область,Пяжозерское сельское поселение,1037,0,1037,,,
12305,2014,1960545600,Вологодская область,Санинское сельское поселение,660,0,660,,,
12306,2014,1960546000,Вологодская область,Сиучское сельское поселение,196,0,196,,,
12307,2014,1960546800,Вологодская область,Тороповское сельское поселение,1354,0,1354,,,
12308,2014,1960547200,Вологодская область,Центральное сельское поселение,278,0,278,,,
12309,2014,1960800000,Вологодская область,Бабушкинский муниципальный район,12334,0,12334,,,
12310,2014,1960840400,Вологодская область,Бабушкинское сельское поселение,4412,0,4412,,,
12311,2014,1960840800,Вологодская область,Березниковское сельское поселение,529,0,529,,,
12312,2014,1960842400,Вологодская область,Демьяновское сельское поселение,453,0,453,,,
12313,2014,1960843000,Вологодская область,Идское сельское поселение,389,0,389,,,
12314,2014,1960843600,Вологодская область,Логдузское сельское поселение,498,0,498,,,
12315,2014,1960844400,Вологодская область,Миньковское сельское поселение,1719,0,1719,,,
12316,2014,1960844800,Вологодская область,Подболотное сельское поселение,1079,0,1079,,,
12317,2014,1960845200,Вологодская область,Рослятинское сельское поселение,2022,0,2022,,,
12318,2014,1960846000,Вологодская область,Тимановское сельское поселение,713,0,713,,,
12319,2014,1960846800,Вологодская область,Юркинское сельское поселение,520,0,520,,,
12320,2014,1961000000,Вологодская область,Белозерский муниципальный район,16188,9380,6808,,,
12321,2014,1961010100,Вологодская область,Городское поселение город Белозерск,9862,9380,482,,,
12322,2014,196101010011000,Вологодская область,г. Белозерск,9380,9380,0,,,
12323,2014,1961040400,Вологодская область,Антушевское сельское поселение,693,0,693,,,
12324,2014,1961040800,Вологодская область,Артюшинское сельское поселение,758,0,758,,,
12325,2014,1961041600,Вологодская область,Визьменское сельское поселение,390,0,390,,,
12326,2014,1961042400,Вологодская область,Глушковское сельское поселение,502,0,502,,,
12327,2014,1961043200,Вологодская область,Гулинское сельское поселение,566,0,566,,,
12328,2014,1961043600,Вологодская область,Енинское сельское поселение,416,0,416,,,
12329,2014,1961044800,Вологодская область,Куностьское сельское поселение,1186,0,1186,,,
12330,2014,1961045200,Вологодская область,Панинское сельское поселение,297,0,297,,,
12331,2014,1961046000,Вологодская область,Шольское сельское поселение,1518,0,1518,,,
12332,2014,1961200000,Вологодская область,Вашкинский муниципальный район,7398,0,7398,,,
12333,2014,1961240400,Вологодская область,Андреевское сельское поселение,735,0,735,,,
12334,2014,1961240800,Вологодская область,Васильевское сельское поселение,436,0,436,,,
12335,2014,1961241200,Вологодская область,Ивановское сельское поселение,375,0,375,,,
12336,2014,1961241600,Вологодская область,Киснемское сельское поселение,427,0,427,,,
12337,2014,1961241800,Вологодская область,Коневское сельское поселение,698,0,698,,,
12338,2014,1961242000,Вологодская область,Липиноборское сельское поселение,3921,0,3921,,,
12339,2014,1961243200,Вологодская область,Пиксимовское сельское поселение,180,0,180,,,
12340,2014,1961243600,Вологодская область,Покровское сельское поселение,221,0,221,,,
12341,2014,1961244000,Вологодская область,Пореченское сельское поселение,237,0,237,,,
12342,2014,1961244800,Вологодская область,Роксомское сельское поселение,168,0,168,,,
12343,2014,1961400000,Вологодская область,Великоустюгский муниципальный район,56311,39523,16788,,,
12344,2014,1961410100,Вологодская область,Городское поселение город Великий Устюг,32233,31983,250,,,
12345,2014,196141010011000,Вологодская область,г. Великий Устюг,31983,31983,0,,,
12346,2014,1961410500,Вологодская область,Городское поселение город Красавино,6864,6431,433,,,
12347,2014,196141050011000,Вологодская область,г. Красавино,6431,6431,0,,,
12348,2014,1961411000,Вологодская область,Городское поселение поселок Кузино,1109,1109,0,,,
12349,2014,196141100511000,Вологодская область,пгт. Кузино,1109,1109,0,,,
12350,2014,1961440400,Вологодская область,Верхневарженское сельское поселение,207,0,207,,,
12351,2014,1961440800,Вологодская область,Верхнешарденгское сельское поселение,272,0,272,,,
12352,2014,1961441600,Вологодская область,Красавинское сельское поселение,1146,0,1146,,,
12353,2014,1961442000,Вологодская область,Ломоватское сельское поселение,1030,0,1030,,,
12354,2014,1961442800,Вологодская область,Марденгское сельское поселение,791,0,791,,,
12355,2014,1961443200,Вологодская область,Нижнеерогодское сельское поселение,233,0,233,,,
12356,2014,1961443600,Вологодская область,Нижнешарденгское сельское поселение,364,0,364,,,
12357,2014,1961444000,Вологодская область,Опокское сельское поселение,1138,0,1138,,,
12358,2014,1961444400,Вологодская область,Орловское сельское поселение,344,0,344,,,
12359,2014,1961444800,Вологодская область,Парфеновское сельское поселение,309,0,309,,,
12360,2014,1961445200,Вологодская область,Покровское сельское поселение,340,0,340,,,
12361,2014,1961445600,Вологодская область,Самотовинское сельское поселение,3086,0,3086,,,
12362,2014,1961446000,Вологодская область,Стреленское сельское поселение,153,0,153,,,
12363,2014,1961446400,Вологодская область,Сусоловское сельское поселение,735,0,735,,,
12364,2014,1961446800,Вологодская область,Теплогорское сельское поселение,362,0,362,,,
12365,2014,1961447200,Вологодская область,Трегубовское сельское поселение,1383,0,1383,,,
12366,2014,1961447600,Вологодская область,Усть-Алексеевское сельское поселение,1033,0,1033,,,
12367,2014,1961448000,Вологодская область,Шемогодское сельское поселение,555,0,555,,,
12368,2014,1961448400,Вологодская область,Юдинское сельское поселение,2624,0,2624,,,
12369,2014,1961600000,Вологодская область,Верховажский муниципальный район,13266,0,13266,,,
12370,2014,1961640400,Вологодская область,Верховажское сельское поселение,5578,0,5578,,,
12371,2014,1961640800,Вологодская область,Верховское сельское поселение,754,0,754,,,
12372,2014,1961641600,Вологодская область,Климушинское сельское поселение,396,0,396,,,
12373,2014,1961642000,Вологодская область,Коленгское сельское поселение,298,0,298,,,
12374,2014,1961642200,Вологодская область,Липецкое сельское поселение,453,0,453,,,
12375,2014,1961642400,Вологодская область,Морозовское сельское поселение,867,0,867,,,
12376,2014,1961642600,Вологодская область,Наумовское сельское поселение,929,0,929,,,
12377,2014,1961642800,Вологодская область,Нижнекулойское сельское поселение,698,0,698,,,
12378,2014,1961643200,Вологодская область,Олюшинское сельское поселение,228,0,228,,,
12379,2014,1961643600,Вологодская область,Сибирское сельское поселение,402,0,402,,,
12380,2014,1961644000,Вологодская область,Терменгское сельское поселение,332,0,332,,,
12381,2014,1961644400,Вологодская область,Чушевицкое сельское поселение,1897,0,1897,,,
12382,2014,1961644800,Вологодская область,Шелотское сельское поселение,434,0,434,,,
12383,2014,1961800000,Вологодская область,Вожегодский муниципальный район,15486,6264,9222,,,
12384,2014,1961815100,Вологодская область,Вожегодское городское поселение,6855,6264,591,,,
12385,2014,196181510511000,Вологодская область,пгт. Вожега,6264,6264,0,,,
12386,2014,1961840400,Вологодская область,Бекетовское сельское поселение,972,0,972,,,
12387,2014,1961841000,Вологодская область,Кадниковское сельское поселение,2250,0,2250,,,
12388,2014,1961842400,Вологодская область,Митюковское сельское поселение,404,0,404,,,
12389,2014,1961842800,Вологодская область,Мишутинское сельское поселение,636,0,636,,,
12390,2014,1961843200,Вологодская область,Нижнеслободское сельское поселение,716,0,716,,,
12391,2014,1961845200,Вологодская область,Тигинское сельское поселение,1116,0,1116,,,
12392,2014,1961845400,Вологодская область,Ючкинское сельское поселение,752,0,752,,,
12393,2014,1961845600,Вологодская область,Явенгское сельское поселение,1785,0,1785,,,
12394,2014,1962000000,Вологодская область,Вологодский муниципальный район,51779,0,51779,,,
12395,2014,1962044000,Вологодская область,Кубенское сельское поселение,6167,0,6167,,,
12396,2014,1962044100,Вологодская область,Майское сельское поселение,6903,0,6903,,,
12397,2014,1962044200,Вологодская область,Лесковское сельское поселение,3083,0,3083,,,
12398,2014,1962044400,Вологодская область,Марковское сельское поселение,2005,0,2005,,,
12399,2014,1962045400,Вологодская область,Новленское сельское поселение,3440,0,3440,,,
12400,2014,1962046400,Вологодская область,Сосновское сельское поселение,3861,0,3861,,,
12401,2014,1962046800,Вологодская область,Подлесное сельское поселение,6147,0,6147,,,
12402,2014,1962047200,Вологодская область,Прилукское сельское поселение,2318,0,2318,,,
12403,2014,1962048200,Вологодская область,Семенковское сельское поселение,5610,0,5610,,,
12404,2014,1962048400,Вологодская область,Спасское сельское поселение,4336,0,4336,,,
12405,2014,1962048800,Вологодская область,Старосельское сельское поселение,3078,0,3078,,,
12406,2014,1962049400,Вологодская область,Федотовское сельское поселение,4831,0,4831,,,
12407,2014,1962200000,Вологодская область,Вытегорский муниципальный район,25792,10308,15484,,,
12408,2014,1962210100,Вологодская область,Городское поселение город Вытегра,10308,10308,0,,,
12409,2014,196221010011000,Вологодская область,г. Вытегра,10308,10308,0,,,
12410,2014,1962240400,Вологодская область,Алмозерское сельское поселение,844,0,844,,,
12411,2014,1962240800,Вологодская область,Андомское сельское поселение,1860,0,1860,,,
12412,2014,1962241200,Вологодская область,Анненское сельское поселение,2479,0,2479,,,
12413,2014,1962241600,Вологодская область,Анхимовское сельское поселение,1577,0,1577,,,
12414,2014,1962242000,Вологодская область,Девятинское сельское поселение,4294,0,4294,,,
12415,2014,1962242400,Вологодская область,Казаковское сельское поселение,482,0,482,,,
12416,2014,1962242800,Вологодская область,Кемское сельское поселение,921,0,921,,,
12417,2014,1962244000,Вологодская область,Мегорское сельское поселение,1050,0,1050,,,
12418,2014,1962244401,Вологодская область,Оштинское сельское поселение,1318,0,1318,,,
12419,2014,1962245200,Вологодская область,Саминское сельское поселение,659,0,659,,,
12420,2014,1962400000,Вологодская область,Грязовецкий муниципальный район,34037,20952,13085,,,
12421,2014,1962410100,Вологодская область,Грязовецкое городское поселение,15276,15081,195,,,
12422,2014,196241010011000,Вологодская область,г. Грязовец,15081,15081,0,,,
12423,2014,1962416000,Вологодская область,Вохтожское городское поселение,7496,5871,1625,,,
12424,2014,196241600511000,Вологодская область,пгт. Вохтога,5871,5871,0,,,
12425,2014,1962442800,Вологодская область,Юровское сельское поселение,2736,0,2736,,,
12426,2014,1962443200,Вологодская область,Ростиловское сельское поселение,2466,0,2466,,,
12427,2014,1962444000,Вологодская область,Комьянское сельское поселение,1855,0,1855,,,
12428,2014,1962446400,Вологодская область,Перцевское сельское поселение,2321,0,2321,,,
12429,2014,1962447600,Вологодская область,Сидоровское сельское поселение,1887,0,1887,,,
12430,2014,1962600000,Вологодская область,Кадуйский муниципальный район,17096,13786,3310,,,
12431,2014,1962615100,Вологодская область,Городское поселение поселок Кадуй,11448,11349,99,,,
12432,2014,196261510511000,Вологодская область,пгт. Кадуй,11349,11349,0,,,
12433,2014,1962615500,Вологодская область,Городское поселение поселок Хохлово,2444,2437,7,,,
12434,2014,196261550511000,Вологодская область,пгт. Хохлово,2437,2437,0,,,
12435,2014,1962640400,Вологодская область,Андроновское сельское поселение,306,0,306,,,
12436,2014,1962640800,Вологодская область,Барановское сельское поселение,396,0,396,,,
12437,2014,1962641200,Вологодская область,Бойловское сельское поселение,357,0,357,,,
12438,2014,1962642000,Вологодская область,Мазское сельское поселение,519,0,519,,,
12439,2014,1962642400,Вологодская область,Никольское сельское поселение,1051,0,1051,,,
12440,2014,1962642800,Вологодская область,Рукавицкое сельское поселение,575,0,575,,,
12441,2014,1962800000,Вологодская область,Кирилловский муниципальный район,15392,7515,7877,,,
12442,2014,1962810100,Вологодская область,Городское поселение город Кириллов,7520,7515,5,,,
12443,2014,196281010011000,Вологодская область,г. Кириллов,7515,7515,0,,,
12444,2014,1962840400,Вологодская область,Алешинское сельское поселение,953,0,953,,,
12445,2014,1962842000,Вологодская область,Горицкое сельское поселение,532,0,532,,,
12446,2014,1962842400,Вологодская область,Коварзинское сельское поселение,489,0,489,,,
12447,2014,1962844400,Вологодская область,Липовское сельское поселение,918,0,918,,,
12448,2014,1962845200,Вологодская область,Николоторжское сельское поселение,1486,0,1486,,,
12449,2014,1962847600,Вологодская область,Талицкое сельское поселение,1618,0,1618,,,
12450,2014,1962848000,Вологодская область,Ферапонтовское сельское поселение,1207,0,1207,,,
12451,2014,1962848400,Вологодская область,Чарозерское сельское поселение,669,0,669,,,
12452,2014,1963000000,Вологодская область,Кичменгско-Городецкий муниципальный район,16909,0,16909,,,
12453,2014,1963040800,Вологодская область,Городецкое сельское поселение,10026,0,10026,,,
12454,2014,1963042200,Вологодская область,Кичменгское сельское поселение,4907,0,4907,,,
12455,2014,1963042800,Вологодская область,Енангское сельское поселение,1976,0,1976,,,
12456,2014,1963200000,Вологодская область,Междуреченский муниципальный район,5826,0,5826,,,
12457,2014,1963240400,Вологодская область,Ботановское сельское поселение,648,0,648,,,
12458,2014,1963242000,Вологодская область,Старосельское сельское поселение,966,0,966,,,
12459,2014,1963242400,Вологодская область,Сухонское сельское поселение,3103,0,3103,,,
12460,2014,1963242800,Вологодская область,Туровецкое сельское поселение,729,0,729,,,
12461,2014,1963243600,Вологодская область,Шейбухтовское сельское поселение,380,0,380,,,
12462,2014,1963400000,Вологодская область,Никольский муниципальный район,20953,8063,12890,,,
